"BR","Gravidade","Hour","KMArredondado","tx_RestVisibi","tx_CondPista","tx_TipoAcident","tx_CausaAcident","tx_TracadoVia","DiaSemana","tx_Gravidade"
101,1,21,55,0.923,0.802,0.301,0.255,0.812,5,1.601079752
101,1,17,67,0.923,0.802,0.301,0.375,0.812,6,1.601079752
101,1,22,67,0.923,0.802,0.032,0.375,0.812,3,1.601079752
101,1,21,68,0.923,0.135,0.301,0.375,0.812,6,1.10117926
101,1,9,68,0.923,0.802,0.301,0.375,0.152,1,1.112517392
101,1,18,68,0.923,0.802,0.301,0.375,0.812,1,1.601079752
101,1,8,68,0.923,0.802,0.301,0.255,0.812,2,1.601079752
101,1,18,68,0.923,0.802,0.301,0.255,0.812,5,1.601079752
101,1,17,70,0.923,0.135,0.032,0.255,0.812,1,1.10117926
101,1,11,73,0.923,0.802,0.301,0.089,0.812,6,1.601079752
101,1,8,83,0.923,0.135,0.004,0.028,0.812,1,1.10117926
101,1,21,83,0.923,0.009,0.104,0.255,0.037,1,1.000307359
101,1,9,85,0.923,0.135,0.301,0.048,0.812,1,1.10117926
101,1,15,146,0.026,0.025,0.218,0.375,0.812,2,1.0005278
104,1,15,62,0.923,0.802,0.091,0.375,0.812,6,1.601079752
104,1,7,68,0.923,0.802,0.218,0.375,0.152,3,1.112517392
104,1,11,146,0.031,0.135,0.091,0.255,0.812,3,1.00339822
232,1,20,9,0.923,0.135,0.301,0.375,0.812,5,1.10117926
232,1,19,9,0.923,0.802,0.091,0.375,0.812,4,1.601079752
232,1,15,9,0.923,0.802,0.301,0.375,0.812,7,1.601079752
232,1,19,9,0.923,0.802,0.218,0.375,0.812,1,1.601079752
232,1,14,16,0.923,0.802,0.056,0.039,0.152,6,1.112517392
232,1,14,102,0.923,0.802,0.012,0.375,0.812,1,1.601079752
232,1,17,138,0.031,0.004,0.026,0.255,0.812,7,1.000100688
232,1,13,214,0.923,0.135,0.056,0.039,0.812,5,1.10117926
408,1,16,65,0.923,0.802,0.301,0.375,0.812,7,1.601079752
423,0,7,144,0.923,0.802,0.218,0.375,0.812,5,0.601079752
424,1,4,26,0.923,0.802,0.034,0.045,0.812,7,1.601079752
428,0,6,77,0.923,0.135,0.026,0.255,0.812,4,0.10117926
101,1,4,36,0.923,0.802,0.301,0.022,0.812,7,1.601079752
101,1,17,68,0.923,0.135,0.301,0.089,0.812,7,1.10117926
101,1,9,68,0.923,0.802,0.301,0.375,0.812,5,1.601079752
101,1,12,68,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,1,19,68,0.923,0.802,0.301,0.089,0.812,2,1.601079752
101,1,10,69,0.923,0.135,0.218,0.255,0.812,1,1.10117926
101,1,10,82,0.923,0.802,0.218,0.375,0.812,3,1.601079752
101,1,5,83,0.923,0.135,0.056,0.039,0.037,5,1.004610385
101,1,20,83,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,17,83,0.923,0.802,0.301,0.375,0.152,4,1.112517392
101,1,14,83,0.923,0.802,0.301,0.089,0.812,5,1.601079752
101,1,5,83,0.923,0.802,0.104,0.255,0.152,6,1.112517392
101,1,15,102,0.923,0.802,0.043,0.255,0.812,7,1.601079752
101,1,10,103,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,15,125,0.923,0.802,0.301,0.375,0.812,6,1.601079752
104,1,9,52,0.923,0.802,0.032,0.039,0.812,2,1.601079752
104,1,3,62,0.923,0.802,0.301,0.089,0.812,7,1.601079752
116,1,14,62,0.923,0.802,0.104,0.375,0.812,2,1.601079752
116,0,13,77,0.923,0.802,0.104,0.022,0.812,2,0.601079752
232,1,17,9,0.923,0.802,0.301,0.375,0.812,3,1.601079752
232,1,7,9,0.923,0.802,0.301,0.255,0.812,1,1.601079752
232,1,16,9,0.923,0.802,0.301,0.375,0.812,1,1.601079752
232,1,17,10,0.923,0.802,0.301,0.089,0.812,1,1.601079752
232,1,4,16,0.031,0.802,0.034,0.255,0.152,2,1.003779024
232,1,8,16,0.031,0.135,0.104,0.255,0.152,7,1.00063612
408,1,17,85,0.011,0.135,0.218,0.039,0.152,3,1.00022572
101,1,6,8,0.923,0.802,0.091,0.375,0.812,2,1.601079752
101,1,13,24,0.031,0.802,0.104,0.375,0.812,4,1.020187944
101,1,4,38,0.923,0.135,0.056,0.255,0.152,1,1.01893996
101,0,14,47,0.923,0.802,0.034,0.375,0.812,7,0.601079752
101,1,15,51,0.923,0.802,0.301,0.255,0.812,4,1.601079752
101,1,6,64,0.923,0.135,0.034,0.255,0.812,4,1.10117926
101,1,16,67,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,1,8,67,0.923,0.802,0.218,0.089,0.812,2,1.601079752
101,1,9,68,0.923,0.025,0.301,0.375,0.812,1,1.0187369
101,1,16,68,0.923,0.135,0.301,0.255,0.812,5,1.10117926
101,1,15,68,0.923,0.135,0.032,0.028,0.812,7,1.10117926
101,1,14,68,0.923,0.802,0.218,0.375,0.812,1,1.601079752
101,1,9,68,0.923,0.802,0.301,0.375,0.812,5,1.601079752
101,1,18,68,0.923,0.802,0.301,0.375,0.812,2,1.601079752
101,1,11,68,0.923,0.802,0.301,0.089,0.812,3,1.601079752
101,1,19,68,0.923,0.009,0.301,0.375,0.812,4,1.006745284
101,1,14,68,0.923,0.802,0.301,0.089,0.812,4,1.601079752
101,1,16,68,0.923,0.802,0.301,0.089,0.812,4,1.601079752
101,1,18,69,0.923,0.802,0.301,0.255,0.812,1,1.601079752
101,1,13,83,0.923,0.802,0.104,0.039,0.812,5,1.601079752
101,1,20,125,0.923,0.018,0.218,0.255,0.812,6,1.013490568
101,1,0,208,0.923,0.802,0.301,0.375,0.812,4,1.601079752
104,1,19,67,0.923,0.802,0.034,0.255,0.812,7,1.601079752
116,1,6,79,0.923,0.802,0.034,0.375,0.812,4,1.601079752
232,1,18,5,0.923,0.802,0.104,0.255,0.812,3,1.601079752
232,1,19,9,0.026,0.802,0.301,0.375,0.812,7,1.016931824
232,0,9,32,0.923,0.135,0.301,0.375,0.812,2,0.10117926
232,1,13,39,0.923,0.802,0.056,0.255,0.152,6,1.112517392
232,1,11,45,0.923,0.135,0.301,0.375,0.812,1,1.10117926
232,1,16,76,0.923,0.802,0.034,0.028,0.152,3,1.112517392
232,1,7,147,0.923,0.135,0.056,0.255,0.812,6,1.10117926
232,1,10,223,0.923,0.135,0.104,0.375,0.812,2,1.10117926
232,1,14,482,0.923,0.802,0.034,0.255,0.812,4,1.601079752
316,1,11,83,0.923,0.802,0.301,0.375,0.812,4,1.601079752
423,1,20,93,0.923,0.135,0.301,0.375,0.812,1,1.10117926
424,1,4,52,0.923,0.802,0.006,0.375,0.812,3,1.601079752
101,1,14,8,0.923,0.802,0.091,0.375,0.812,5,1.601079752
101,1,15,21,0.923,0.802,0.301,0.375,0.812,2,1.601079752
101,1,10,21,0.923,0.802,0.218,0.255,0.037,7,1.027389102
101,1,8,36,0.923,0.802,0.301,0.255,0.812,3,1.601079752
101,1,8,38,0.923,0.135,0.218,0.255,0.812,1,1.10117926
101,0,10,52,0.923,0.802,0.301,0.038,0.037,6,0.027389102
101,1,7,67,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,1,12,68,0.923,0.025,0.301,0.375,0.812,3,1.0187369
101,1,9,68,0.923,0.135,0.301,0.375,0.812,2,1.10117926
101,1,11,68,0.923,0.135,0.301,0.375,0.812,2,1.10117926
101,1,15,68,0.923,0.802,0.301,0.048,0.812,1,1.601079752
101,1,15,68,0.923,0.802,0.301,0.375,0.812,1,1.601079752
101,1,8,71,0.923,0.802,0.004,0.039,0.152,3,1.112517392
101,1,13,73,0.923,0.802,0.104,0.255,0.152,4,1.112517392
101,1,3,76,0.923,0.802,0.104,0.255,0.152,7,1.112517392
101,1,7,82,0.923,0.802,0.301,0.375,0.812,3,1.601079752
101,1,19,83,0.031,0.135,0.218,0.255,0.812,4,1.00339822
101,1,18,83,0.923,0.135,0.218,0.255,0.812,1,1.10117926
101,1,8,83,0.026,0.802,0.091,0.038,0.152,4,1.003169504
101,1,11,83,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,1,11,83,0.923,0.802,0.091,0.375,0.812,3,1.601079752
101,1,19,83,0.923,0.802,0.301,0.375,0.812,5,1.601079752
101,1,0,83,0.923,0.802,0.056,0.255,0.152,7,1.112517392
101,1,17,92,0.923,0.135,0.012,0.375,0.812,7,1.10117926
101,1,18,102,0.923,0.802,0.091,0.375,0.812,5,1.601079752
104,1,6,31,0.031,0.802,0.218,0.255,0.812,7,1.020187944
104,1,11,31,0.923,0.802,0.218,0.375,0.812,6,1.601079752
104,1,17,62,0.923,0.802,0.091,0.375,0.037,7,1.027389102
104,1,14,62,0.923,0.802,0.091,0.375,0.812,6,1.601079752
104,1,15,68,0.923,0.802,0.301,0.375,0.812,6,1.601079752
232,1,10,5,0.923,0.802,0.218,0.255,0.152,5,1.112517392
232,1,6,9,0.923,0.802,0.034,0.024,0.812,4,1.601079752
232,1,9,16,0.923,0.802,0.104,0.255,0.812,2,1.601079752
232,1,13,77,0.923,0.802,0.301,0.375,0.812,2,1.601079752
232,1,15,131,0.923,0.802,0.104,0.045,0.812,4,1.601079752
232,1,16,147,0.923,0.802,0.091,0.038,0.037,1,1.027389102
232,1,14,179,0.923,0.802,0.034,0.375,0.812,7,1.601079752
316,1,13,11,0.923,0.802,0.056,0.255,0.152,7,1.112517392
407,0,18,130,0.923,0.802,0.301,0.089,0.812,4,0.601079752
423,1,4,186,0.011,0.802,0.301,0.255,0.812,5,1.007163464
101,1,10,8,0.923,0.135,0.091,0.375,0.812,6,1.10117926
101,1,11,8,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,16,21,0.923,0.802,0.301,0.375,0.812,5,1.601079752
101,1,8,21,0.923,0.802,0.104,0.255,0.812,7,1.601079752
101,1,11,30,0.923,0.802,0.301,0.375,0.812,3,1.601079752
101,1,17,42,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,13,42,0.923,0.802,0.091,0.375,0.812,7,1.601079752
101,1,16,68,0.923,0.802,0.218,0.024,0.812,3,1.601079752
101,1,9,68,0.923,0.802,0.301,0.039,0.812,2,1.601079752
101,1,10,68,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,1,19,68,0.923,0.802,0.301,0.375,0.812,1,1.601079752
101,1,14,82,0.923,0.802,0.218,0.375,0.037,4,1.027389102
101,1,11,83,0.923,0.135,0.218,0.255,0.812,6,1.10117926
101,1,11,83,0.923,0.135,0.301,0.375,0.812,6,1.10117926
101,1,15,83,0.923,0.135,0.301,0.375,0.037,7,1.004610385
101,1,17,83,0.923,0.802,0.218,0.375,0.152,3,1.112517392
101,1,15,83,0.923,0.802,0.301,0.089,0.812,2,1.601079752
101,1,17,83,0.923,0.802,0.301,0.255,0.812,2,1.601079752
101,1,6,102,0.923,0.135,0.026,0.255,0.037,4,1.004610385
104,1,15,31,0.923,0.802,0.301,0.089,0.812,2,1.601079752
104,1,17,62,0.923,0.802,0.218,0.038,0.812,5,1.601079752
232,1,7,9,0.923,0.135,0.218,0.375,0.812,1,1.10117926
232,1,12,80,0.923,0.802,0.043,0.038,0.812,5,1.601079752
232,1,0,129,0.004,0.135,0.056,0.255,0.812,7,1.00043848
232,1,19,132,0.026,0.135,0.036,0.048,0.812,2,1.00285012
408,0,14,20,0.923,0.802,0.091,0.375,0.812,3,0.601079752
423,1,22,46,0.923,0.802,0.301,0.048,0.812,2,1.601079752
428,0,19,149,0.011,0.802,0.218,0.045,0.812,1,0.007163464
101,0,21,8,0.923,0.802,0.036,0.048,0.812,6,0.601079752
101,1,20,21,0.923,0.135,0.056,0.255,0.812,3,1.10117926
101,1,18,42,0.923,0.802,0.104,0.255,0.812,6,1.601079752
101,1,6,51,0.923,0.802,0.012,0.375,0.812,2,1.601079752
101,1,15,51,0.923,0.802,0.091,0.375,0.812,3,1.601079752
101,1,21,67,0.923,0.802,0.301,0.037,0.812,1,1.601079752
101,1,19,67,0.923,0.802,0.218,0.089,0.812,4,1.601079752
101,1,6,68,0.923,0.802,0.218,0.039,0.812,5,1.601079752
101,1,8,68,0.923,0.802,0.301,0.375,0.812,1,1.601079752
101,1,17,69,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,16,69,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,1,18,70,0.026,0.802,0.301,0.375,0.812,5,1.016931824
101,1,6,78,0.923,0.135,0.026,0.255,0.812,7,1.10117926
101,1,19,83,0.923,0.802,0.026,0.028,0.152,5,1.112517392
101,1,18,83,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,1,18,83,0.923,0.802,0.218,0.255,0.812,2,1.601079752
101,1,7,83,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,18,83,0.923,0.802,0.218,0.255,0.152,2,1.112517392
101,1,20,90,0.923,0.009,0.026,0.089,0.812,4,1.006745284
101,1,23,102,0.923,0.802,0.218,0.024,0.812,4,1.601079752
101,1,5,128,0.923,0.802,0.218,0.255,0.812,6,1.601079752
101,0,11,135,0.923,0.802,0.301,0.375,0.812,6,0.601079752
101,0,18,149,0.923,0.802,0.301,0.255,0.812,6,0.601079752
104,1,15,44,0.923,0.802,0.218,0.089,0.812,1,1.601079752
104,1,9,55,0.923,0.802,0.301,0.375,0.812,6,1.601079752
104,1,10,62,0.923,0.802,0.301,0.375,0.812,4,1.601079752
104,1,12,67,0.923,0.802,0.301,0.089,0.812,6,1.601079752
232,1,18,9,0.031,0.802,0.301,0.375,0.812,1,1.020187944
232,1,12,9,0.923,0.802,0.218,0.375,0.812,5,1.601079752
232,1,19,11,0.923,0.802,0.026,0.375,0.812,7,1.601079752
232,1,15,45,0.923,0.135,0.036,0.255,0.812,4,1.10117926
232,1,22,66,0.923,0.802,0.301,0.375,0.812,5,1.601079752
232,1,14,76,0.923,0.135,0.104,0.255,0.152,4,1.01893996
232,1,12,139,0.031,0.802,0.026,0.255,0.812,7,1.020187944
232,1,13,147,0.923,0.802,0.301,0.375,0.037,7,1.027389102
232,0,21,219,0.923,0.802,0.056,0.255,0.812,5,0.601079752
428,0,12,188,0.923,0.802,0.032,0.375,0.152,3,0.112517392
101,0,22,6,0.923,0.802,0.301,0.255,0.812,2,0.601079752
101,0,20,8,0.923,0.802,0.301,0.375,0.812,1,0.601079752
101,1,9,9,0.923,0.802,0.301,0.375,0.812,6,1.601079752
101,0,21,9,0.923,0.802,0.301,0.375,0.812,1,0.601079752
101,1,14,24,0.923,0.802,0.218,0.024,0.812,3,1.601079752
101,0,14,34,0.923,0.802,0.091,0.255,0.152,5,0.112517392
101,1,13,42,0.001,0.802,0.091,0.375,0.812,4,1.000651224
101,1,22,42,0.026,0.802,0.026,0.028,0.812,1,1.016931824
101,0,16,44,0.923,0.802,0.091,0.375,0.812,2,0.601079752
101,1,5,51,0.011,0.802,0.218,0.375,0.812,3,1.007163464
101,0,19,53,0.923,0.802,0.218,0.375,0.812,1,0.601079752
101,0,22,61,0.923,0.802,0.301,0.375,0.812,7,0.601079752
101,1,7,67,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,0,7,68,0.923,0.802,0.218,0.375,0.812,4,0.601079752
101,1,23,68,0.026,0.802,0.218,0.375,0.812,6,1.016931824
101,1,18,68,0.923,0.802,0.301,0.089,0.812,2,1.601079752
101,1,18,68,0.923,0.802,0.032,0.255,0.812,2,1.601079752
101,1,19,68,0.923,0.802,0.218,0.375,0.812,3,1.601079752
101,1,2,70,0.923,0.802,0.104,0.255,0.152,1,1.112517392
101,1,7,71,0.923,0.135,0.301,0.375,0.812,7,1.10117926
101,1,22,73,0.923,0.802,0.218,0.255,0.812,7,1.601079752
101,0,6,74,0.923,0.802,0.104,0.039,0.812,7,0.601079752
101,0,8,75,0.923,0.802,0.218,0.375,0.812,4,0.601079752
101,0,17,83,0.923,0.802,0.218,0.375,0.812,5,0.601079752
101,1,21,83,0.923,0.135,0.218,0.255,0.812,3,1.10117926
101,1,19,83,0.031,0.802,0.012,0.255,0.812,6,1.020187944
101,1,17,83,0.031,0.802,0.032,0.255,0.812,1,1.020187944
101,1,18,83,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,1,9,83,0.923,0.802,0.218,0.375,0.812,6,1.601079752
101,1,11,83,0.923,0.802,0.218,0.255,0.812,2,1.601079752
101,1,18,83,0.923,0.802,0.301,0.038,0.812,2,1.601079752
101,0,20,86,0.923,0.802,0.034,0.255,0.812,3,0.601079752
101,1,6,87,0.923,0.802,0.218,0.038,0.812,4,1.601079752
101,1,9,87,0.923,0.802,0.218,0.375,0.812,1,1.601079752
101,0,11,89,0.923,0.802,0.104,0.039,0.812,6,0.601079752
101,1,13,90,0.923,0.802,0.301,0.255,0.812,2,1.601079752
101,0,17,95,0.923,0.802,0.218,0.375,0.152,2,0.112517392
101,1,22,102,0.923,0.802,0.012,0.255,0.812,7,1.601079752
101,0,9,106,0.923,0.802,0.034,0.375,0.812,7,0.601079752
101,0,22,159,0.026,0.802,0.043,0.024,0.152,3,0.003169504
232,0,20,10,0.923,0.802,0.012,0.255,0.812,6,0.601079752
232,0,14,15,0.923,0.802,0.301,0.375,0.152,3,0.112517392
232,1,7,77,0.923,0.802,0.034,0.255,0.812,1,1.601079752
232,0,18,78,0.923,0.802,0.301,0.024,0.812,7,0.601079752
232,0,2,84,0.923,0.802,0.091,0.375,0.812,2,0.601079752
232,0,19,125,0.923,0.802,0.301,0.255,0.812,4,0.601079752
232,0,20,368,0.923,0.802,0.036,0.048,0.812,2,0.601079752
232,0,15,388,0.923,0.802,0.104,0.037,0.812,2,0.601079752
232,1,16,412,0.003,0.802,0.091,0.375,0.812,3,1.001953672
232,0,15,518,0.923,0.802,0.043,0.375,0.812,1,0.601079752
316,1,3,239,0.923,0.802,0.056,0.255,0.812,1,1.601079752
408,0,20,49,0.923,0.135,0.026,0.375,0.152,2,0.01893996
423,0,22,86,0.923,0.802,0.218,0.024,0.812,1,0.601079752
428,0,15,184,0.923,0.802,0.091,0.375,0.812,2,0.601079752
101,0,10,2,0.923,0.802,0.301,0.375,0.812,1,0.601079752
101,0,7,8,0.923,0.802,0.301,0.255,0.812,1,0.601079752
101,0,19,2,0.923,0.802,0.056,0.255,0.152,7,0.112517392
101,0,23,2,0.031,0.802,0.056,0.255,0.152,3,0.003779024
101,0,19,6,0.923,0.802,0.301,0.255,0.812,2,0.601079752
101,0,1,7,0.923,0.802,0.218,0.255,0.812,2,0.601079752
101,0,6,7,0.923,0.802,0.026,0.255,0.812,5,0.601079752
101,0,0,7,0.923,0.802,0.301,0.375,0.812,1,0.601079752
101,1,16,8,0.923,0.802,0.091,0.375,0.812,7,1.601079752
101,0,18,8,0.923,0.004,0.301,0.375,0.812,3,0.002997904
101,0,19,11,0.031,0.802,0.218,0.039,0.812,3,0.020187944
101,0,6,12,0.923,0.135,0.056,0.255,0.812,7,0.10117926
101,0,22,12,0.923,0.018,0.104,0.028,0.812,7,0.013490568
101,0,11,13,0.923,0.802,0.218,0.375,0.812,3,0.601079752
101,0,17,15,0.923,0.802,0.218,0.024,0.812,5,0.601079752
101,0,8,18,0.923,0.802,0.301,0.089,0.812,2,0.601079752
101,0,19,22,0.923,0.802,0.104,0.255,0.812,7,0.601079752
101,0,6,27,0.923,0.802,0.056,0.024,0.812,5,0.601079752
101,0,16,33,0.923,0.802,0.301,0.255,0.152,5,0.112517392
101,1,19,36,0.923,0.802,0.301,0.255,0.812,3,1.601079752
101,0,8,36,0.923,0.802,0.301,0.375,0.812,6,0.601079752
101,0,14,38,0.923,0.802,0.301,0.255,0.812,2,0.601079752
101,0,17,38,0.923,0.802,0.004,0.255,0.152,2,0.112517392
101,1,23,38,0.923,0.802,0.104,0.024,0.812,5,1.601079752
101,1,13,41,0.923,0.802,0.218,0.375,0.812,5,1.601079752
101,0,19,41,0.923,0.802,0.218,0.375,0.812,1,0.601079752
101,0,16,42,0.923,0.802,0.218,0.375,0.812,3,0.601079752
101,0,16,42,0.923,0.802,0.301,0.255,0.812,3,0.601079752
101,0,18,43,0.923,0.802,0.218,0.375,0.812,2,0.601079752
101,0,16,45,0.923,0.802,0.218,0.255,0.812,5,0.601079752
101,0,17,45,0.923,0.802,0.091,0.375,0.037,3,0.027389102
101,0,17,46,0.923,0.802,0.301,0.255,0.812,1,0.601079752
101,0,12,46,0.923,0.802,0.301,0.255,0.812,5,0.601079752
101,0,17,48,0.923,0.802,0.218,0.375,0.812,7,0.601079752
101,0,18,49,0.923,0.802,0.301,0.375,0.812,7,0.601079752
101,0,15,49,0.923,0.802,0.218,0.375,0.812,6,0.601079752
101,0,16,50,0.923,0.802,0.034,0.375,0.812,2,0.601079752
101,0,12,50,0.923,0.802,0.034,0.375,0.812,4,0.601079752
101,0,16,50,0.923,0.802,0.218,0.375,0.812,5,0.601079752
101,0,16,50,0.923,0.802,0.218,0.375,0.812,4,0.601079752
101,0,11,50,0.923,0.802,0.301,0.375,0.812,5,0.601079752
101,0,16,51,0.923,0.802,0.218,0.375,0.812,2,0.601079752
101,0,18,51,0.923,0.802,0.091,0.375,0.812,2,0.601079752
101,0,18,51,0.923,0.802,0.301,0.024,0.812,1,0.601079752
101,0,12,52,0.003,0.802,0.218,0.255,0.152,3,0.000365712
101,0,11,52,0.923,0.802,0.091,0.255,0.812,4,0.601079752
101,0,7,54,0.923,0.802,0.301,0.375,0.812,5,0.601079752
101,0,7,54,0.923,0.802,0.034,0.028,0.152,3,0.112517392
101,0,9,54,0.923,0.802,0.301,0.375,0.812,5,0.601079752
101,1,20,55,0.923,0.802,0.032,0.255,0.812,6,1.601079752
101,0,9,56,0.923,0.802,0.026,0.375,0.812,4,0.601079752
101,0,11,58,0.923,0.802,0.056,0.375,0.812,6,0.601079752
101,0,16,59,0.923,0.802,0.036,0.048,0.152,4,0.112517392
101,0,20,59,0.923,0.802,0.043,0.255,0.152,3,0.112517392
101,0,11,59,0.923,0.802,0.056,0.255,0.152,3,0.112517392
101,0,16,60,0.923,0.802,0.036,0.048,0.812,7,0.601079752
101,0,16,60,0.923,0.802,0.034,0.375,0.812,3,0.601079752
101,0,6,60,0.923,0.802,0.301,0.255,0.812,5,0.601079752
101,0,20,60,0.923,0.802,0.032,0.255,0.812,1,0.601079752
101,1,17,63,0.923,0.802,0.056,0.255,0.812,7,1.601079752
101,0,7,64,0.923,0.802,0.218,0.255,0.812,5,0.601079752
101,0,13,64,0.923,0.802,0.218,0.375,0.812,6,0.601079752
101,0,9,65,0.923,0.802,0.218,0.375,0.812,4,0.601079752
101,1,11,65,0.923,0.802,0.012,0.255,0.812,4,1.601079752
101,0,18,66,0.923,0.802,0.301,0.089,0.812,6,0.601079752
101,0,8,66,0.923,0.802,0.218,0.375,0.812,3,0.601079752
101,0,8,67,0.923,0.802,0.218,0.375,0.812,3,0.601079752
101,0,9,67,0.923,0.135,0.301,0.375,0.812,1,0.10117926
101,0,13,67,0.923,0.802,0.218,0.375,0.812,3,0.601079752
101,0,8,68,0.923,0.802,0.218,0.255,0.812,4,0.601079752
101,0,11,68,0.923,0.802,0.301,0.375,0.812,1,0.601079752
101,0,16,68,0.923,0.802,0.301,0.375,0.812,1,0.601079752
101,0,16,68,0.923,0.802,0.301,0.375,0.812,1,0.601079752
101,0,16,68,0.923,0.802,0.012,0.038,0.812,1,0.601079752
101,0,17,68,0.923,0.802,0.301,0.375,0.812,1,0.601079752
101,0,15,68,0.923,0.802,0.301,0.089,0.812,5,0.601079752
101,1,15,68,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,1,10,68,0.923,0.802,0.301,0.375,0.812,1,1.601079752
101,1,6,68,0.923,0.802,0.301,0.375,0.812,4,1.601079752
101,1,12,68,0.923,0.802,0.301,0.089,0.812,2,1.601079752
101,0,8,68,0.923,0.802,0.301,0.375,0.812,2,0.601079752
101,0,10,68,0.923,0.802,0.301,0.375,0.812,3,0.601079752
101,0,11,68,0.923,0.802,0.218,0.375,0.812,2,0.601079752
101,1,8,68,0.923,0.802,0.301,0.089,0.812,4,1.601079752
101,0,17,69,0.923,0.802,0.301,0.375,0.812,2,0.601079752
101,0,11,69,0.923,0.802,0.218,0.255,0.812,2,0.601079752
101,0,10,69,0.923,0.135,0.301,0.375,0.812,2,0.10117926
101,0,11,69,0.923,0.135,0.301,0.375,0.812,5,0.10117926
101,0,18,69,0.923,0.802,0.218,0.375,0.812,5,0.601079752
101,0,14,69,0.923,0.802,0.301,0.375,0.812,6,0.601079752
101,0,10,69,0.923,0.802,0.301,0.089,0.812,2,0.601079752
101,0,13,69,0.923,0.802,0.004,0.039,0.812,6,0.601079752
101,0,11,69,0.923,0.802,0.104,0.375,0.152,1,0.112517392
101,1,21,69,0.923,0.802,0.301,0.255,0.152,6,1.112517392
101,0,11,70,0.923,0.135,0.034,0.255,0.152,5,0.01893996
101,1,16,70,0.923,0.802,0.091,0.255,0.812,7,1.601079752
101,1,8,70,0.923,0.802,0.043,0.255,0.812,3,1.601079752
101,1,12,70,0.923,0.802,0.301,0.375,0.152,4,1.112517392
101,1,7,70,0.923,0.802,0.301,0.089,0.812,4,1.601079752
101,1,10,70,0.923,0.802,0.012,0.375,0.152,3,1.112517392
101,1,11,70,0.923,0.802,0.218,0.375,0.812,2,1.601079752
101,1,13,70,0.923,0.802,0.218,0.375,0.152,5,1.112517392
101,1,15,70,0.923,0.802,0.218,0.255,0.812,5,1.601079752
101,1,14,70,0.923,0.802,0.104,0.045,0.812,7,1.601079752
101,1,4,70,0.923,0.802,0.104,0.255,0.812,5,1.601079752
101,1,18,70,0.923,0.802,0.026,0.255,0.812,2,1.601079752
101,0,17,70,0.031,0.802,0.218,0.375,0.812,5,0.020187944
101,0,17,71,0.923,0.802,0.301,0.375,0.812,5,0.601079752
101,0,18,71,0.923,0.802,0.104,0.255,0.812,7,0.601079752
101,0,15,71,0.923,0.802,0.218,0.375,0.812,5,0.601079752
101,0,18,71,0.923,0.802,0.034,0.255,0.812,2,0.601079752
101,0,6,71,0.923,0.802,0.301,0.375,0.812,5,0.601079752
101,0,7,71,0.923,0.802,0.301,0.375,0.152,4,0.112517392
101,1,8,71,0.923,0.802,0.218,0.375,0.812,4,1.601079752
101,0,9,72,0.923,0.802,0.218,0.375,0.152,4,0.112517392
101,0,9,72,0.923,0.802,0.301,0.375,0.812,4,0.601079752
101,0,7,76,0.923,0.135,0.056,0.375,0.152,3,0.01893996
101,0,18,76,0.923,0.802,0.301,0.375,0.812,1,0.601079752
101,0,21,76,0.923,0.802,0.026,0.022,0.152,6,0.112517392
101,0,1,78,0.026,0.802,0.218,0.375,0.812,7,0.016931824
101,0,19,78,0.923,0.802,0.301,0.375,0.152,2,0.112517392
101,0,18,78,0.923,0.802,0.218,0.375,0.812,2,0.601079752
101,0,8,78,0.923,0.802,0.301,0.089,0.812,3,0.601079752
101,0,7,78,0.923,0.802,0.091,0.375,0.812,2,0.601079752
101,0,15,79,0.923,0.025,0.032,0.375,0.152,6,0.0035074
101,0,15,80,0.031,0.802,0.218,0.375,0.037,2,0.000919894
101,0,19,80,0.923,0.802,0.043,0.039,0.812,3,0.601079752
101,0,17,80,0.923,0.802,0.218,0.045,0.152,7,0.112517392
101,0,5,81,0.923,0.802,0.218,0.375,0.152,5,0.112517392
101,0,17,81,0.031,0.802,0.012,0.255,0.812,2,0.020187944
101,0,19,81,0.923,0.802,0.034,0.375,0.812,5,0.601079752
101,0,13,81,0.923,0.802,0.301,0.375,0.812,4,0.601079752
101,0,17,82,0.031,0.135,0.218,0.375,0.152,3,0.00063612
101,0,19,82,0.923,0.802,0.301,0.375,0.812,4,0.601079752
101,0,11,82,0.923,0.802,0.301,0.375,0.812,2,0.601079752
101,0,10,82,0.923,0.802,0.301,0.375,0.812,2,0.601079752
